message,label,id
Are you wet right now?,ham,1398
Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,ham,1400
'Are you comingdown later?',ham,1402
Super da:)good replacement for murali,ham,1403
Da is good good player.why he is unsold.,ham,1404
Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,ham,1405
I dont want to hear philosophy. Just say what happen,ham,1406
You got job in wipro:)you will get every thing in life in 2 or 3 years.,ham,1407
Then cant get da laptop? My matric card wif ü lei...,ham,1408
Dunno da next show aft 6 is 850. Toa payoh got 650.,ham,1409
I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,ham,1411
K.:)you are the only girl waiting in reception ah?,ham,1412
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham,1413
I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,ham,1414
Aiyah then i wait lor. Then u entertain me. Hee...,ham,1416
You call him now ok i said call him,ham,1417
Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,ham,1418
Or ü go buy wif him then i meet ü later can?,ham,1419
Today my system sh get ready.all is well and i am also in the deep well,ham,1420
Mom wants to know where you at,ham,1421
Oh ok i didnt know what you meant. Yep i am baby jontin,ham,1423
Watching tv now. I got new job :),ham,1427
I AM AT A PARTY WITH ALEX NICHOLS,ham,1428
Ok.. Ü finishing soon?,ham,1431
"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",ham,1432
I love your ass! Do you enjoy doggy style? :),ham,1433
I think asking for a gym is the excuse for lazy people. I jog.,ham,1434
No. On the way home. So if not for the long dry spell the season would have been over,ham,1436
I gotta collect da car at 6 lei.,ham,1437
Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,ham,1438
Good Morning plz call me sir,ham,1440
I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,ham,1442
Wat would u like 4 ur birthday?,ham,1444
I love working from home :),ham,1445
And miss vday the parachute and double coins??? U must not know me very well...,ham,1446
My sister got placed in birla soft da:-),ham,1447
Wah... Okie okie... Muz make use of e unlimited... Haha...,ham,1448
And stop being an old man. You get to build snowman snow angels and snowball fights.,ham,1449
ELLO BABE U OK?,ham,1450
Then u going ikea str aft dat?,ham,1451
Becoz its  &lt;,ham,1452
Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,ham,1453
You want to go?,ham,1454
Its not that time of the month nor mid of the time?,ham,1456
Fffff. Can you text kadeem or are you too far gone,ham,1457
We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,ham,1458
Dont know you bring some food,ham,1460
No current and food here. I am alone also,ham,1461
Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,ham,1462
Ok,ham,1463
We don call like  &lt;,ham,1464
Omg it could snow here tonite!,ham,1465
Carry on not disturbing both of you,ham,1468
What pa tell me.. I went to bath:-),ham,1469
Jus finished avatar nigro,ham,1470
R u over scratching it?,ham,1471
Hope you are having a great day.,ham,1472
"My planning usually stops at 'find hella weed, smoke hella weed'",ham,1473
Excellent! Are you ready to moan and scream in ecstasy?,ham,1474
Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,ham,1475
K...k:)why cant you come here and search job:),ham,1477
I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,ham,1478
Hey we can go jazz power yoga hip hop kb and yogasana,ham,1479
The battery is for mr adewale my uncle. Aka Egbon,ham,1480
I cant pick the phone right now. Pls send a message,ham,1481
Wait 2 min..stand at bus stop,ham,1482
Oh ic. I thought you meant mary jane.,ham,1483
Haha... Really oh no... How? Then will they deduct your lesson tmr?,ham,1484
Nah im goin 2 the wrks with j wot bout u?,ham,1485
Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,ham,1486
Good night. Am going to sleep.,ham,1487
K...k:)why cant you come here and search job:),ham,1488
Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,ham,1489
"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",ham,1490
Howz that persons story,ham,1491
Thanks. It was only from tescos but quite nice. All gone now. Speak soon,ham,1496
Even i cant close my eyes you are in me our vava playing umma :-D,ham,1497
2 laptop... I noe infra but too slow lar... I wan fast one,ham,1498
Enjoy ur life. . Good night,ham,1500
I had askd u a question some hours before. Its answer,ham,1501
Thats cool. Where should i cum? On you or in you? :),ham,1502
Delhi and chennai still silent.,ham,1503
Lol alright i was thinkin that too haha,ham,1504
Shhhhh nobody is supposed to know!,ham,1506
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;,ham,1507
S..antha num corrct dane,ham,1509
No calls..messages..missed calls,ham,1510
HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,ham,1511
Eh den sat u book e kb liao huh...,ham,1513
Have you been practising your curtsey?,ham,1514
Shall i come to get pickle,ham,1515
Lol boo I was hoping for a laugh,ham,1516
"'YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV'",ham,1517
"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",ham,1518
Idea will soon get converted to live:),ham,1519
"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",ham,1522
Shopping lor. Them raining mah hard 2 leave orchard.,ham,1523
Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,ham,1524
See the forwarding message for proof,ham,1525
Dunno lei... I thk mum lazy to go out... I neva ask her yet...,ham,1526
Beautiful Truth against Gravity.. Read carefully: 'Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..' GOODMORNING,ham,1527
Ambrith..madurai..met u in arun dha marrge..remembr?,ham,1529
"Better than bb. If he wont use it, his wife will or them doctor",ham,1532
Ya it came a while ago,ham,1533
From tomorrow onwards eve 6 to 3 work.,ham,1534
Anything lor but toa payoh got place 2 walk meh...,ham,1535
Is there any movie theatre i can go to and watch unlimited movies and just pay once?,ham,1537
"Yes obviously, but you are the eggs-pert and the potato head… Speak soon!",ham,1539
No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,ham,1541
Kallis is ready for bat in 2nd innings,ham,1542
Thanx but my birthday is over already.,ham,1543
"I noe la... U wana pei bf oso rite... K lor, other days den...",ham,1544
IM GONNA MISS U SO MUCH,ham,1545
Is avatar supposed to have subtoitles,ham,1546
Simply sitting and watching match in office..,ham,1547
You can jot down things you want to remember later.,ham,1548
Oh sorry please its over,ham,1549
Hey are we going for the lo lesson or gym?,ham,1550
"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",ham,1551
You always make things bigger than they are,ham,1552
Ü dun wan to watch infernal affair?,ham,1553
I can send you a pic if you like :),ham,1556
Okay... I booked all already... Including the one at bugis.,ham,1557
No de. But call me after some time. Ill tell you k,ham,1558
So dont use hook up any how,ham,1559
How much is blackberry bold2 in nigeria.,ham,1560
Hi where you. You in home or calicut?,ham,1561
Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,ham,1562
"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",ham,1564
Y so late but i need to go n get da laptop...,ham,1565
"Sir, I am waiting for your mail.",ham,1566
.Please charge my mobile when you get up in morning.,ham,1567
"Nothing, i got msg frm tht unknown no..",ham,1568
I did. One slice and one breadstick. Lol,ham,1569
Is there any training tomorrow?,ham,1571
Cos daddy arranging time c wat time fetch ü mah...,ham,1573
Its hard to believe things like this. All can say lie but think twice before saying anything to me.,ham,1575
Good night my dear.. Sleepwell&amp;Take care,ham,1578
That is wondarfull song,ham,1579
Yar lor actually we quite fast... Cos da ge slow wat... Haha...,ham,1581
Must come later.. I normally bathe him in da afternoon mah..,ham,1582
Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,ham,1583
I can take you at like noon,ham,1585
Where is it. Is there any opening for mca.,ham,1586
How are you. Wish you a great semester,ham,1588
Moji i love you more than words. Have a rich day,ham,1589
Dude how do you like the buff wind.,ham,1590
"'alright babe, justthought i’d sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.'",ham,1591
S:-)kallis wont play in first two odi:-),ham,1593
"Probably, want to pick up more?",ham,1596
Are you the cutest girl in the world or what,ham,1597
"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",ham,1598
Oh Howda gud gud.. Mathe en samachara chikku:-),ham,1600
I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,ham,1601
Audrie lousy autocorrect,ham,1602
Its a site to simulate the test. It just gives you very tough questions to test your readiness.,ham,1603
I fetch yun or u fetch?,ham,1604
Thank you. I like you as well...,ham,1605
Lara said she can loan me  &lt;,ham,1606
Do we have any spare power supplies,ham,1607
Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,ham,1608
Wish u many many returns of the day.. Happy birthday vikky..,ham,1611
"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",ham,1613
In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),ham,1614
Do you know when the result.,ham,1615
Beautiful Truth against Gravity.. Read carefully: 'Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..' GOOD NIGHT,ham,1616
"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",ham,1617
You do got a shitload of diamonds though,ham,1618
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham,1619
Later i guess. I needa do mcat study too.,ham,1621
S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),ham,1622
If he started searching he will get job in few days.he have great potential and talent.,ham,1624
"Carlos took a while (again), we leave in a minute",ham,1625
Well done and ! luv ya all,ham,1626
Then why you came to hostel.,ham,1627
K still are you loving me.,ham,1628
But i juz remembered i gotta bathe my dog today..,ham,1629
After the drug she will be able to eat.,ham,1630
Alright took the morphine. Back in yo.,ham,1631
You see the requirements please,ham,1632
You stayin out of trouble stranger!!saw Dave the other day he’s sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!,ham,1633
So can collect ur laptop?,ham,1635
I will once i get home,ham,1636
Waaaat?? Lololo ok next time then!,ham,1637
I surely dont forgot to come:)i will always be in touch in with you:-),ham,1638
Hi kindly give us back our documents which we submitted for loan from STAPATI,ham,1639
I dont have i shall buy one dear,ham,1640
Oh god i am happy to see your message after 3 days,ham,1641
What year. And how many miles.,ham,1642
Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself.,ham,1643
I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,ham,1644
No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,ham,1646
Is she replying. Has boye changed his phone number,ham,1647
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;",ham,1648
"Thank you. And by the way, I just lost.",ham,1650
Yes.he have good crickiting mind,ham,1651
Thx. All will be well in a few months,ham,1652
"'CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO'",ham,1654
Yavnt tried yet and never played original either,ham,1655
"Hiya, had a good day? Have you spoken to since the weekend?",ham,1656
See? I thought it all through,ham,1657
get ready to moan and scream :),ham,1658
Oh k :)why you got job then whats up?,ham,1659
And popping &lt;,ham,1660
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",ham,1661
Ok.,ham,1662
PS U no ur a grown up now right?,ham,1663
"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",ham,1664
I know a few people I can hit up and fuck to the yes,ham,1665
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,ham,1666
So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,ham,1667
Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?,ham,1669
Thankyou so much for the call. I appreciate your care.,ham,1670
Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,ham,1671
I called but no one pick up e phone. I ask both of them already they said ok.,ham,1672
Hi my email address has changed now it is,ham,1673
V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy 'VALENTINES DAY' in advance,ham,1674
Bring it if you got it,ham,1675
Not sure I have the stomach for it ...,ham,1676
A boy was late 2 home. His father: 'POWER OF FRNDSHIP',ham,1677
"(And my man carlos is definitely coming by mu tonight, no excuses)",ham,1678
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham,1680
"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",ham,1681
Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,ham,1683
"Hmm well, night night",ham,1685
"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",ham,1686
"This is one of the days you have a billion classes, right?",ham,1687
"Goodmorning, today i am late for 2hrs. Because of back pain.",ham,1688
* Will have two more cartons off u and is very pleased with shelves,ham,1689
Nice talking to you! please dont forget my pix :) i want to see all of you...,ham,1690
But really quite funny lor wat... Then u shd haf run shorter distance wat...,ham,1692
I notice you like looking in the shit mirror youre turning into a right freak,ham,1693
"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...",ham,1695
Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,ham,1696
If you have belive me. Come to my home.,ham,1697
Oh k.k..where did you take test?,ham,1698
Those were my exact intentions,ham,1699
haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,ham,1700
"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",ham,1701
Good Morning plz call me sir,ham,1702
"'Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also bought”braindance”a comp.ofstuff on aphex’s ;abel,u hav2hear it!c u sn xxxx'",ham,1703
Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,ham,1704
Every day i use to sleep after  &lt;,ham,1705
U buy newspapers already?,ham,1706
No management puzzeles.,ham,1707
will you like to be spoiled? :),ham,1709
I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,ham,1711
Den wat will e schedule b lk on sun?,ham,1712
Lol enjoy role playing much?,ham,1713
Ok. Me watching tv too.,ham,1714
"Just checked out, heading out to drop off my stuff now",ham,1715
Here got lots of hair dresser fr china.,ham,1716
Ill call you evening ill some ideas.,ham,1717
Did you show him and wot did he say or could u not c him 4 dust?,ham,1719
It should take about  &lt;,ham,1720
I cant pick the phone right now. Pls send a message,ham,1723
Finish liao... U?,ham,1725
Haha i think i did too,ham,1727
U know we watchin at lido?,ham,1728
Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,ham,1729
Cold. Dont be sad dear,ham,1730
Is that on the telly? No its Brdget Jones!,ham,1731
Love you aathi..love u lot..,ham,1732
Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,ham,1733
Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,ham,1734
R ü comin back for dinner?,ham,1735
"I hav almost reached. Call, i m unable to connect u.",ham,1736
Whom you waited for yesterday,ham,1737
I reach home safe n sound liao...,ham,1738
"Velly good, yes please!",ham,1739
"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",ham,1740
Dont you have message offer,ham,1742
"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",ham,1744
Remind me how to get there and I shall do so,ham,1745
HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,ham,1748
Draw va?i dont think so:),ham,1750
Dont pick up d call when something important is There to tell. Hrishi,ham,1751
Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,ham,1753
&lt;,ham,1754
We can make a baby in yo tho,ham,1755
Should I tell my friend not to come round til like  &lt;,ham,1756
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,ham,1757
Still in the area of the restaurant. Ill try to come back soon,ham,1758
"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",ham,1761
So what do you guys do.,ham,1765
"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",ham,1766
On the way to office da..,ham,1767
Ok...,ham,1769
Should I be stalking u?,ham,1770
Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,ham,1771
Ok lor.,ham,1772
Apps class varaya elaya.,ham,1773
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,ham,1774
That day you asked about anand number. Why:-),ham,1776
Am surfing online store. For offers do you want to buy any thing.,ham,1777
Long beach lor. Expected... U having dinner now?,ham,1778
At home by the way,ham,1779
We are both fine. Thanks,ham,1780
What happen to her tell the truth,ham,1781
Do you like Italian food?,ham,1782
Which is weird because I know I had it at one point,ham,1783
'Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!',ham,1784
Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,ham,1785
"Alright, see you in a bit",ham,1786
Cheers for the message Zogtorius. I’ve been staring at my phone for an age deciding whether to text or not.,ham,1787
I will take care of financial problem.i will help:),ham,1788
Tell dear what happen to you. Why you talking to me like an alian,ham,1789
Okie...,ham,1792
"Hi this is yijue, can i meet u at 11 tmr?",ham,1793
Its posible dnt live in  &lt;,ham,1794
But i dint slept in afternoon.,ham,1795
That seems unnecessarily affectionate,ham,1796
You will be in the place of that man,ham,1797
Thats cool. How was your day?,ham,1799
R we going with the  &lt;,ham,1801
"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",ham,1802
Okay same with me. Well thanks for the clarification,ham,1804
"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",ham,1806
Ok try to do week end course in coimbatore.,ham,1809
V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),ham,1811
If you r @ home then come down within 5 min,ham,1812
"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut?",ham,1813
"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",ham,1814
Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,ham,1817
"Hi, Mobile no.  &lt;",ham,1819
"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;",ham,1820
"If i let you do this, i want you in the house by 8am.",ham,1821
Best line said in Love: . 'I will wait till the day I can forget u Or The day u realize that u cannot forget me.'... Gn,ham,1822
I will reach before ten morning,ham,1823
Your pussy is perfect!,ham,1824
No message..no responce..what happend?,ham,1826
wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine 'KUDI'yarasu dhina vaazhthukkal. ..,ham,1827
First has she gained more than  &lt;,ham,1828
PICK UR FONE UP NOW U DUMB?,ham,1829
"Thanks da thangam, i feel very very happy dear. I also miss you da.",ham,1830
Neshanth..tel me who r u?,ham,1831
YO YO YO BYATCH WHASSUP?,ham,1832
Oh... Kay... On sat right?,ham,1833
Hi! This is Roger from CL. How are you?,ham,1834
Oh oh... Wasted... Den muz chiong on sat n sun liao...,ham,1836
Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,ham,1837
"One of best dialogue in cute reltnship..!! 'Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",ham,1838
Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;,ham,1839
Dear where you will be when i reach there,ham,1840
Ok... Thanx... Gd nite 2 ü too...,ham,1841
Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,ham,1843
Huh means computational science... Y they like dat one push here n there...,ham,1845
"Could you not read me, my Love ? I answered you",ham,1846
Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...,ham,1847
"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",ham,1848
Oic... Then better quickly go bathe n settle down...,ham,1850
Lmao but its so fun...,ham,1851
Oh k k:)but he is not a big hitter.anyway good,ham,1852
Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,ham,1853
Do you think i can move  &lt;,ham,1855
How was txting and driving,ham,1856
Really dun bluff me leh... U sleep early too. Nite...,ham,1857
Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that ' &lt;,ham,1858
Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,ham,1859
Oh ya ya. I remember da. .,ham,1860
Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,ham,1861
I not busy juz dun wan 2 go so early.. Hee..,ham,1862
Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,ham,1863
Back in brum! Thanks for putting us up and keeping us all and happy. See you soon,ham,1864
I donno if they are scorable,ham,1865
"Yes but i dont care! I need you bad, princess!",ham,1867
Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...,ham,1868
Do u knw dis no. &lt;,ham,1869
Then she dun believe wat?,ham,1870
K..give back my thanks.,ham,1871
I know complain num only..bettr directly go to bsnl offc nd apply for it..,ham,1872
How much she payed. Suganya.,ham,1873
Left dessert. U wan me 2 go suntec look 4 u?,ham,1874
"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",ham,1875
Onum ela pa. Normal than.,ham,1876
K.k..how is your sister kids?,ham,1877
Nope. Meanwhile she talk say make i greet you.,ham,1878
i cant talk to you now.i will call when i can.dont keep calling.,ham,1879
Anything lar...,ham,1880
"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",ham,1881
"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",ham,1882
S.i think he is waste for rr..,ham,1884
He is world famamus....,ham,1885
* Am on my way,ham,1887
Eat at old airport road... But now 630 oredi... Got a lot of pple...,ham,1888
Ok lor wat time ü finish?,ham,1890
"Princess, i like to make love  &lt;",ham,1891
i dnt wnt to tlk wid u,ham,1893
K.:)do it at evening da:)urgent:),ham,1896
Mm have some kanji dont eat anything heavy ok,ham,1897
I dont thnk its a wrong calling between us,ham,1898
K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,ham,1899
Aiyah e rain like quite big leh. If drizzling i can at least run home.,ham,1900
"Greetings me, ! Consider yourself excused.",ham,1901
they released another Italian one today and it has a cosign option,ham,1902
"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",ham,1903
HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;,ham,1905
Dai what this da.. Can i send my resume to this id.,ham,1906
I know where the  &lt;,ham,1907
Remember to ask alex about his pizza,ham,1908
No da..today also i forgot..,ham,1909
"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",ham,1910
Congrats kano..whr s the treat maga?,ham,1911
Who u talking about?,ham,1912
Yup...,ham,1913
Ok...,ham,1914
Er yep sure. Props?,ham,1915
Ok ill send you with in  &lt;DECIMAL&gt;  ok.,ham,1917
Bognor it is! Should be splendid at this time of year.,ham,1918
Ok. I only ask abt e movie. U wan ktv oso?,ham,1919
Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar,ham,1920
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham,1922
Do u noe how 2 send files between 2 computers?,ham,1923
"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",ham,1924
So the sun is anti sleep medicine.,ham,1925
Yup ok...,ham,1926
Ok enjoy . R u there in home.,ham,1927
"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",ham,1928
The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,ham,1930
Hmmm:)how many players selected?,ham,1931
"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",ham,1932
Aiyo please ü got time meh.,ham,1933
Package all your programs well,ham,1934
"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",ham,1935
Company is very good.environment is terrific and food is really nice:),ham,1937
Please sen :)my kind advice :-)please come here and try:-),ham,1939
Ü give me some time to walk there.,ham,1940
Fuck babe ... What happened to you ? How come you never came back?,ham,1942
"Some friends want me to drive em someplace, probably take a while",ham,1944
Are you still getting the goods.,ham,1945
And maybe some pressies,ham,1946
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words...",ham,1947
You in your room? I need a few,ham,1948
I dont want to hear anything,ham,1949
Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,ham,1950
Ultimately tor motive tui achieve korli.,ham,1951
From 5 to 2 only my work timing.,ham,1952
… and don‘t worry we‘ll have finished by march … ish!,ham,1953
Now thats going to ruin your thesis!,ham,1957
In sch but neva mind u eat 1st lor..,ham,1958
Hey whats up? U sleeping all morning?,ham,1959
Erm. I thought the contract ran out the4th of october.,ham,1960
I dunno until when... Lets go learn pilates...,ham,1961
"Goodmorning, today i am late for 1hr.",ham,1964
Hi happy birthday. Hi hi hi hi hi hi hi,ham,1965
I will be outside office take all from there,ham,1966
"Aight, see you in a bit",ham,1967
My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),ham,1968
Still work going on:)it is very small house.,ham,1969
"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",ham,1971
"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",ham,1973
Okie... Thanx...,ham,1974
