message,domain,id
possibly either one,meta,381ed642-32c3-46ed-bf62-22db6af34fbe
roll a pair of six sided dice,utility,c93a0128-1a70-4304-999d-2c2741dfb8ef
thank you a lot for that answer,small_talk,6da446b7-f299-4d85-99ab-1e20b76bd801
stop calling me charlie and from now on always call me chip,meta,240c46aa-0d43-43d1-8055-cb901d63c569
can i make a reservation at chima steakhouse in chicago,kitchen_and_dining,43ab4e1d-b02d-41d0-888b-756150e7eebc
please confirm my reservation for bar les freres at 7,kitchen_and_dining,868d451f-a642-4f3c-b080-629947aaacb2
set timer of 5 minutes,utility,695fe757-97ed-4fd5-b6fd-e0bab258db58
what is thank you in spanish,travel,bf3977fb-5eb7-42c3-b853-1a95fa2f49bf
turn on the living room lights,home,53f898df-4c88-4dd5-9661-210fc9d32ce9
"how do i change my pin number for my account, please",banking,d78aa5c6-832f-4472-900d-1d9e21dc2926
what sort of stuff do you know,small_talk,e707f3f7-c18d-4a3a-acd5-3c8a5959f335
just call me dennis,meta,e9085c23-5b49-46c2-932b-e28b9b33d8f3
so when is my flight landing,travel,cde43326-275c-4c91-ace8-306d039b169c
are you a real human,small_talk,5505c48f-89d0-4414-b27e-18e92022a44f
can you help me with some fraudulent charges on my card,banking,61492488-c18b-404e-99ce-fa46f2fab066
whats the traffic for the drive to the nearest restaurant,auto_and_commute,832ee2e2-2740-4e40-94c0-f0b8aef2d8e9
when will i get my new credit card,credit_cards,bb608b2c-bb31-45a5-aec2-3308ac1137e8
i want to apply for a wells fargo credit card,credit_cards,79374949-a8cc-4722-80b3-38600e094353
what was the closing number of the nasdaq today,oos,57e8be13-8df9-4677-9657-209d3df05a0e
tell me all about the meaning of life,small_talk,d9c46229-027b-498a-a540-bd290184a393
can i use regular olive oil instead of virgin,kitchen_and_dining,7fbce6a2-4a45-40f8-a571-fc945c76185e
text christy and ask her what she wants for dinner,utility,30a77820-0c87-4a1d-8041-09f03962824a
i want to know what the word discomfit means,utility,b4aeb66c-2903-4f28-921d-dc8747e4aa12
what kind of electrical plugs do they uze in z,travel,f3c835f7-084b-46ab-bd0f-668f812f1e17
tell your hobbies,small_talk,d1775bfc-a839-45a5-9de2-d98a9482dc7d
i'll use what ingredients for lasagna,kitchen_and_dining,91f1953a-a6a9-4977-a693-829528e7563b
i will require help to take care of my utility bill,banking,f6444b1e-3cb2-4140-863b-f578181ce6d1
how much have i spent on tires this month,banking,ab81df0d-fb85-4cf1-b45d-c98128ae991f
add this track to my rock playlist,home,7995defd-f694-44f3-9fc9-b94385a78c34
i have a great western bank account i want direct deposits to go to,work,40d0cac9-d884-4c00-9347-69ae1cde98ef
what does it take to get a new card,credit_cards,652b1d83-323b-4a8f-8316-dc3c6edae018
i'd like to hear some trivia about florida,small_talk,385ea667-b800-4ae0-87f6-988e500e9fd4
"i would like you to change the settings back to factory default now, please",meta,e4735be9-1ef6-48de-a5cb-c52f411ed9d0
will the money in my capital one account cover a new washing machine,banking,e15cb229-07f2-464b-877f-071e74cdf1f0
can you tell me denver's timezone,travel,e94af8fe-2ee2-46f2-abee-7d26da2e42a4
reserve a table for four for tonight at 7 at the fatted calf,kitchen_and_dining,22a36610-fcc2-4730-826d-a1a346ad39c4
next payday please,work,045ccf67-2e1b-4ca1-ac2c-30da09b62176
tell me what the weather is looking like,utility,cec6f453-0ef9-45ad-878f-ebd68e0d68be
how much was my last transaction for,banking,40b357cc-13b9-40a3-bb79-a4190b3b73d2
i need to get kalee added to my phone plan,oos,d2886eea-ac23-489e-ba6b-e94794150d6c
how's the lo mein rated at hun lee's,kitchen_and_dining,3ea292b3-e06e-47c9-8a93-dc4707672286
do i need a visa to russia,travel,de187ed2-7300-4df8-902f-58fa3dd5c3c5
where do i begin the process of reporting my luggage lost,travel,8268a9b1-d5f4-4b08-a6ca-08542acc99a3
how's the sausage pizza at pizza hut,kitchen_and_dining,928ab02d-ab38-4805-ba6f-eaf2135b64b2
does my card charge a fee for use in indonesia,credit_cards,6836bd88-7e36-45e4-83cf-49d2828f3621
i wanna book a place to stay in phoenix from the 5th to the 9th of march,travel,29e7a5ba-fb31-43b1-ae09-ab60123959c6
what's my discover card reward balance,credit_cards,24642b93-88a6-4046-8975-800228b69605
how many cups make a gallon,utility,81493014-85d5-4e73-9cdf-e49ee8ec5e5d
do i need more air in my tires,auto_and_commute,710515d4-fe0c-4b3b-88bf-6ab911689d54
please block my chase account right away,banking,53b67f65-514a-4d4e-981f-1645dcce749a
on the speaker do you know what song is on,home,392fa164-7b46-4715-95a4-783401558253
what is the spending limit i have,credit_cards,3e8e9a81-0a6c-4839-a5ba-6cfa27cbd5bf
what is that noise,home,43bf0d3a-30f2-4947-9c93-e0127894c5da
what is on my calander for valentines day,home,934aec46-e074-4501-b38d-47df48ff0586
i have to get going,small_talk,05c0b940-bc9e-48c0-ac72-ec1cd8d306fc
"i have had pizza in the fridge since monday, so is it safe to eat",kitchen_and_dining,d7baae53-84e3-4afd-8cde-15aa496fe79a
"switch the language for your responses, please",meta,e2102598-21f8-4330-a4b7-a219cd9f7ea0
what are the words to the chorus for this song,oos,6116c80a-552f-4cd5-bd9c-342e0b789175
las vegas timezone please,travel,6a9cc397-f791-4988-a0a1-5a3907f32314
how many hits have i done today,oos,ad9e92b9-3ba7-49b8-92f9-fd8f579c8ebd
is there a way to order checkbooks for a chase account,banking,53be4d32-dfac-4a5b-a70a-ec7a1154340c
tell me what you are capable of answering,small_talk,d19287ea-3c61-4437-8dbe-6c836ba5dba7
find a mechanic to look at my check engine light,auto_and_commute,a0173594-974d-4f23-9a7e-2667de46a40f
please share today's date,utility,63fd9945-38f4-4329-b7e5-5d85cac4f32b
can you tell me the apr on my visa card,credit_cards,6b148ba2-0702-459d-8dee-35096a991931
would it be safe to go to columbia,travel,86803530-525a-4018-8fef-78b7ff61646a
which company has gone up the most today,oos,d23adf29-e12f-4519-8156-9982b3d3b2aa
i need to track the status of my order,home,08410ec0-66bf-4b96-af21-72b1e5aaea41
how much time to reach doctors office,auto_and_commute,b94e1d20-7ae5-4305-8db1-ec56e07b6c0a
i need to know the travel alerts for kenya,travel,b9fec52a-743a-48e6-bab4-998747fa833a
i will rollover my 401k,work,5e9f467b-03b0-461b-8928-5ea3595a336e
what time is it in new york,utility,2f625a93-39cb-411a-836a-8f6d2b8b4dc6
what's my checking account balance,banking,95d13807-8d02-4d5f-aee4-94c15b835308
can you order everything on my shopping list,home,91fbd8e4-e618-422a-b4f2-e60dbf4d3bb1
would you book me a flight to miami from dallas on southwest airlines,travel,bedc8aea-30e4-411b-904e-7ece55c909bb
so far how many days have i taken off,work,a8964a55-0d51-4517-97b4-3ec4646c4a5a
book a reservation for 2 at olive garden under the name jim,kitchen_and_dining,b87d6b70-2d9d-4e6e-aa34-dae223b83f18
how's traffic en route to virginia,auto_and_commute,1c29db4f-076e-4818-acb9-5b1e58fbcf4f
help me change my oil,auto_and_commute,50d6de18-aefe-43bf-83a3-8b5c020571cd
is it possible to pay my bill,banking,66736cc0-416d-45ec-a06c-f5763fc70301
why was my card declined for my monthly netflix subscription payment,credit_cards,0460fa00-c13b-4f67-8172-449cf4502b9f
please also list wash laundry on my to do list,home,c29ea98c-1eb9-4bcc-a012-da2320fb142a
i gotta jump start my car,auto_and_commute,bc6033f7-0b57-4345-8dce-d0b476ea8c25
"name this song, please",home,fc9e5ca8-3234-4e57-a66d-a91c40098bf0
what do i have planned for tomorrow,home,b2fe7c64-75b4-4d70-8fc6-77fdebc76852
how many miles can i drive on 1 gallon of gas,auto_and_commute,f8426309-4246-4c5d-b202-72ae4e137ca6
dial up dominos pizza,utility,c855df99-8b3c-4973-803a-0e7ee18eccb1
what about changing the sugar for baking soda,kitchen_and_dining,8f561972-3592-4959-837b-32214705c0a6
fill me in on the apr for my american express card,credit_cards,e8dc2077-4850-47ae-9ad0-408f66fe0bc9
goodbye for now ai,small_talk,27b00df9-1552-458b-ab6b-7bf9fb6108de
what's a good place to go to for food around here,kitchen_and_dining,50351f0e-479a-44bc-96c7-3803f0e540f1
what were the top stories this week,oos,118482a5-827c-4df3-a2ce-047397dc94f6
i need you to stop talking now,meta,f04c4810-d6ff-4eae-996c-74699121e89b
how can i use make up to cover a cut on my cheek,oos,67975d5e-6ae6-4865-8eaa-ad18d9a9ce0e
i don't understand why my bank account is frozen right now,banking,6a9a7afb-8705-4d6b-b249-954e4554e435
can you please remind me of the items that i made note of to not forget,home,5739175b-212f-4d08-805b-abcf68c9d247
i would like to know when my flight scheduled to board,travel,9ea7ba72-fe1b-4a37-848e-ba4461fa05a2
i need to get some assistance figuring out how to rollover my 401k,work,03e3a0fa-48d8-4dac-8761-964f67421421
what is 15 ounces in grams,utility,e26f0e83-b90c-45bd-a3a8-f84b9a4d2f19
can you report my td bank card as lost,credit_cards,75e29b11-fa61-4408-9f06-29f738173bc5
"can i make a reservation for 2 at state bird for 7:30, please",kitchen_and_dining,4c68499c-bb9e-47e7-9fe0-2196398f8462
i was trying to buy food at publix but my card got declined,credit_cards,0b4abe35-7ca9-4eac-a4f9-7ebe4df7420e
place a phone call to yiming,utility,c153a39a-7032-4e83-827d-79525eed6799
am i too old to be a sugar babyo,oos,3a5be1a5-252f-436c-a6b0-91ef2d163950
what timezone would missouri be in,travel,c2e8c9f1-6bc5-4b94-85af-26cafd542197
what points were earned on my mastercard,credit_cards,db03936f-d787-455d-a967-4b864336f02c
tell me a joke about baseball,small_talk,c41b98ba-fdc2-4ef1-b1e1-877041bb0217
the statement is true,meta,deb514d6-17cb-4c42-86ff-20e9aa0ec293
when will i get to orlando,auto_and_commute,136ed0dd-5834-4233-bd25-bedc29166790
female voice please,meta,017491c8-442b-4a9d-aa61-8e727c6faaa0
show me the application for a visa card,credit_cards,bf314fd2-7cb2-4d9a-b10b-f2847e13f10d
"confirm a reservation for nicole brown at diangelo's at 6:45 pm, please",kitchen_and_dining,0579b715-ec0b-40f8-b847-4f67c8cfc969
so far how much pto have i used,work,5dd21bbb-aba0-47f8-9adf-f6fc576585b4
can someone take a look at my car because the check engine light is on,auto_and_commute,77c3baae-be9f-4ec5-b6c2-d0a27e9448c7
tell me how to redeem my credit card points,credit_cards,68064f82-886e-4d03-8759-4e4a6b530384
set an appointment for an oil change,auto_and_commute,41f4ea3c-072f-44bb-9454-7ac08bf6d787
give me a list of grocery stores that sell japanese sweet potatoes,oos,cdafb38f-1047-40e0-a739-15f99a139796
what are the steps to take to report a lost card,credit_cards,b5fceecc-cd22-429e-aa03-a64f20fafbb7
do you think they'll let me reserve a table at the olive garden,kitchen_and_dining,f3bc0081-8f37-4b29-bfdc-ee9e40c32580
tell me fun facts of today,small_talk,7d934a34-6fd0-4085-8782-6e6c1c38e938
did i forget to put protein shakes on my shopping list,home,a2247047-beeb-4aae-ab7a-3f22e464fae7
"ai, how long have you been working",small_talk,35579b28-b7d3-4864-826a-6b8fd631681e
when's the next time i get a day off,work,1d356866-d1f3-413d-9bdd-fecdae346996
what's the time it takes to make a decent omelette,kitchen_and_dining,2cd25e58-fcd1-4a34-ad7b-d656fbb34470
my phone is currently lost,utility,d9d4f4bf-a384-48f2-9599-7a6399e7862c
"ai, stop!",meta,049dcbc3-fbfd-4524-a391-c9632231e58e
are there any openings in new york city from april 2 through april 8,travel,61cbd005-3153-407b-864a-f7466f6393e5
where should i look for my w-2,work,0c8d6360-8a59-47b0-908d-ae981dc74c0d
you've been a big help,small_talk,1e913e8a-fdd6-4ccb-802f-82d83a87b7ce
could you tell me how old you are,small_talk,521448bc-c7e1-4454-8966-b526eac71973
does minnies cafe in modesto take reservations,kitchen_and_dining,9e48ac3e-9a76-4e74-a0b9-c2f27371ba30
i broke my card scraping snow off the windshield,credit_cards,45f93cda-806f-46db-8e3a-820f210386a0
divide 100 by 12,utility,57ab6ba2-ced9-48ec-b186-b3c06cf81885
what should i get to make the jamaican patties,kitchen_and_dining,330da9a0-e825-4d31-bfa0-472f0e9974e8
what time is it in the pacific standard time,utility,9ccceebc-0113-434b-ae86-bcf3fabe3ada
confirm that buy a light bulb is on my list of reminders,home,4d45852e-2e6a-4687-8b0a-fc9730d7fb18
what hobbies do you do,small_talk,0765f661-4544-423a-a4de-02282205c1d5
use a woman's voice,meta,90f80f53-2359-417d-9c4c-b5677c9a6edd
do when you when my replacement card will get mailed,credit_cards,3cb483a9-29e6-4179-ae2a-5e0faed11615
i need to know the cost of the cable bill,banking,f0e52d17-f9f1-4ef2-9b00-171cbf566aec
forget what i told you to do,meta,9ea48dba-153b-40e2-b480-d79fc7d5033d
is there a spending limit,credit_cards,57c44f65-8068-417d-9570-28027fcc61de
lets look up my credit score,credit_cards,9929490c-13f0-4435-ac33-1394f62db61f
exactly what does altruism mean,utility,48db1571-7b1b-406c-adae-cc17887bf40f
how do i find out my tire pressure,auto_and_commute,d4461098-6573-4020-aaab-1f0c554ebb23
oil type and do it yourself oil change information please,auto_and_commute,f34c680a-e42d-43db-b928-808afc7a68b0
i need to know the price of my car payment and insurance please,banking,b4ca6895-4863-4190-b1df-11eadba19ffd
when was the car last services,auto_and_commute,4bd0219c-59c1-49a4-a969-b741dc1e8aa5
how many miles can i go with my current fuel level,auto_and_commute,bff04397-afc8-45b1-9ad0-4ba303619cea
how would i raise my credit spending by 2500 dollars,credit_cards,dc505a2b-ee6d-442a-a9fb-aa09e818d76b
where's the routing number for wells fargo,banking,093b4ee6-55d0-4658-8473-4fed8c778f4a
what is the meaning of telepathy,utility,a823b8e6-b030-4ece-b43d-b9edd651b1d1
undo,meta,ac0c77d8-f973-4727-b8d2-dacc3b4697da
add washing dishes to my to do list,home,dbaa0414-3483-4227-8279-016d4c776c0d
i really want an italian meal suggestion,kitchen_and_dining,b9bf92b4-5c5a-463b-aa93-4c858efce4fe
do i need a tourist visa for europe,travel,d46bf838-ec79-4f3a-a52f-f1407d73598d
is there traffic on the way to work,auto_and_commute,7c91084d-484d-4058-a610-f482999b2042
"if i travel here, do i need vaccinations",travel,88d87e9e-6c7a-41f0-b671-c72dc6beac51
how long can i keep a ham in the freezer,kitchen_and_dining,d5a46f4d-30c8-45ab-83da-6d23cb11d014
someone stole my card,credit_cards,1ab8a614-18e2-4327-9036-15f88ed513ca
how can i add my signature to the proposed bill legalizing prostitution,oos,ac8d525b-dbd0-4f07-92df-1801e6665104
what are all the things on the shopping list,home,e60f5d5f-78e5-4221-b673-f78aa5ccf0a8
who sings this song,home,6b4c6bfc-2b5c-4286-8f33-c3af6d498686
good evening,small_talk,47cbe41e-0565-4a05-8e3e-aa704308ea06
please tell my bank i'm traveling to mexico between next wednesday for a week after,travel,7ac9cb2d-1dc5-4f48-bbad-14f584c17bcd
bye!,small_talk,bde250fb-0bc6-4747-9375-c58c05e7cea3
turn lights on in my bedroom,home,e5b00994-b11c-4765-a854-db5e6a457c0e
take bread off my shopping list and add milk,home,aa8dd107-080e-4845-b212-83c806d4ba87
give me a listing of all my dvd's,oos,c82c6f08-f69f-4418-92c9-c8368eeae5a2
add all of my points for my current discover card,credit_cards,42892c3f-e4ef-4ff4-bcd6-4b6daeb23bcb
when can i expect my new card to get here,credit_cards,03e27805-9401-4e0f-9a90-84a0dccd95c0
i want to set an alarm,utility,b43ed2a9-0c2b-4a4f-b95e-63064c3144be
what did i spend my money on last week,banking,65f6a978-2638-4b47-b97b-f4c8cdd80150
i need to be reminded to do something,home,3d5bc9b5-75b7-4567-a872-b7bb13377fd2
how can up my credit limit,credit_cards,89014e10-936e-41bc-9f82-abb74f4bd066
not sure if that's a yes or a no,meta,977156dc-c0ca-4d18-9103-2c25a4d4b76c
i need tips on how to overcome insomnia,oos,9430aac5-439f-4aa3-b20b-21e29ee88a11
"i recently ran out of checks, so i wanna get some new ones",banking,729b4927-dceb-489c-8b61-0521c7e04c6b
are you a live being,small_talk,2ccc45c5-13c6-4417-a21e-02cca7927558
what is the square root of 80,utility,c30cad56-1786-4551-8e49-642669918ba7
can you please turn the fan on,home,38680fe2-fb73-4a02-945e-2a72a0a78d1a
where do i go the transfer my 401k,work,1110406d-fa12-4245-8045-ab3874dcc895
please replay the last five minutes,oos,8434ff48-2f4c-4b6a-9df0-16d004e546c9
"can you help me book a bmw suv for march 2 to 6th, dallas texas",travel,7573ef26-4b4a-4c2b-b662-cffd7e6af0a3
please tell me a really fun fact about facebook,small_talk,1613c11d-ab65-4563-88f6-65535d333709
add my spa appointment on the 12th to my calendar,home,effebf5b-cc76-4fd8-85e7-81e863d1688c
how much have i spent lately on eating out,banking,984d335a-dba1-40d7-b49a-d6593b6b4dae
can you cancel my reservation for dinner tomorrow,kitchen_and_dining,c32c4254-22e2-4113-9fe3-9b8417d36d01
when can i expect my next day off,work,22a6a608-bdf5-49a5-85e0-cc5b4cdaab20
how do i get my paycheck into direct deposit at nations bank,work,705b0639-2328-4feb-9467-00642e0bedfb
is there traffic on the way,auto_and_commute,3d25ceb3-964d-42c0-8de2-b9f7a585ce25
what kinds of things are you into,small_talk,02766931-b584-4195-a61a-90b58f1be429
how long until my milk expires,kitchen_and_dining,295440d9-8140-4711-a477-b1368cd93220
how many calories are in a cookie,kitchen_and_dining,639364f1-989b-474e-a5ae-02842e5144d8
can you assist me rolling over a 401k for a new job,work,429d7abd-ed64-4b6b-84ef-4cc70463db36
can you show me the nutrition facts for grapes,kitchen_and_dining,d86f137e-3a36-41d5-879e-4352d65b8526
how do i order more free checkbooks,banking,0b0e91b8-60b2-4d3a-951f-27d364275f9e
"ai, coin flip",utility,2e01c177-fe4e-405e-b254-94735c331e51
you must skip this song and play the next one,home,83e88baf-5a7d-4c83-8b58-f7fdd3173611
where am i on gps,auto_and_commute,aac61193-a4f4-4bd3-a564-6eb27d6d3d93
i would like to see the transactions i made last week,banking,141bc2eb-2044-41a5-aef7-de464bbe01c3
i think i've misplaced my phone,utility,ed537dd4-cfb4-49f3-9698-0399416397ca
how can i claim my rewards for my visa card,credit_cards,f4209338-c824-4f2e-bd96-34646827dd04
how is that credit limit,credit_cards,c932ccdc-7be9-42c1-82a0-33ced30a89c2
show my transactions,banking,ce1f14e1-b113-43bd-8101-6be48b8de984
how do you do a jump start,auto_and_commute,69721e3d-6b47-4e73-a5fe-11745999adc6
what's the conversion from inches to centimeters,utility,59a5163d-3795-47ab-9dcc-5b638dd1f288
let's go ahead and switch your language,meta,77f9d165-b0f3-45dc-a91e-6953d4752ec5
lets pass on this song and do the next,home,4b10600c-e58d-4b46-abf1-67e535a78c67
what's my going out to eat tab this month vs last month,banking,97bc1184-4f00-447f-8c70-6c04de9007ef
what amount of gas do i have left,auto_and_commute,76e07c9a-a012-41b7-88e6-81f73db62cb3
what do i need to do to apply for a visa card,credit_cards,23bc97b1-daa1-49f5-ac57-517e98cdc761
i need to know the ingredients in a hamburger,kitchen_and_dining,8f70d3f5-bb5c-4294-9d51-f4048defcdd1
whats your age,small_talk,e14dd79b-e595-432a-ab65-9224854ff577
what's my tax rate,work,b0b77b83-498c-4ffc-a800-bbcabafad7de
would please let me know how much i spent on food in january,banking,1010eda2-1dc8-420b-b24c-b5b926a0afa8
bring up my most recent purchases,banking,2b0097b8-c88a-4fac-8cb9-bb96194a17a3
are you alive,small_talk,0c806db6-f96b-4882-93a3-b1b45f36f65d
how to spell: dessert,utility,a2030943-1a2e-4e9f-8de5-b1958921f77d
why hello,small_talk,b206ad99-0053-4f14-a253-7d1389c3917e
read me the definition of ajar,utility,7a08ca2d-6de4-4188-bcec-8cbcec3f65da
would it be possible to increase my chase card's limit,credit_cards,c094224e-04bc-4e2a-bc39-5ddcd31e98a1
when does travelling require a visa,travel,da44e7af-7d1e-4d0e-9fc0-f083b603aa2e
put a freeze on my bank account,banking,51aea04e-0084-417c-bbb6-50c198b68a5e
do you own any pet at all,small_talk,1594adc6-58fd-4506-9105-fb2a69579650
can you tell me how to spell manipulation,utility,fa179688-4a2c-4db0-89ef-f2fa5adc2d52
how long would it take you to die of thirst in the sahara desert,oos,843fa209-0499-4a80-91fa-5b9ee1c725c7
i need help to make changes to my insurance policy,work,f5c9e979-a852-4eb5-99ef-d257b6705087
assist me with finding an uber to big ben,auto_and_commute,76421ea5-c114-459b-8354-137cf9304fe8
i want you to go back to factory settings,meta,ecf008d6-b753-4fa2-bb0f-53569a534b43
"return to your original settings, please",meta,b3be75a3-594e-4d57-a76a-03abfa79ddcc
what's the date of my next paycheck,work,1e19a056-aff0-49aa-9502-a887595010fc
how do you say dog in spanish,travel,afd951f8-d14d-44e1-af07-4229d7cc3faa
will you remove the dinner with june on saturday the 4th at 7pm from my calendar,home,fb38a00d-f3c0-4ff1-b45b-98210b444db1
who is your boss,small_talk,8689e243-fea6-496f-9a80-b92604ad8c07
is is very much true,meta,c59b8076-7922-430a-ae45-e0973b17f367
when will my tires need to be changed,auto_and_commute,ec8a6e49-b5b8-47ae-8e83-e428365b026c
compose a text to mom i'll talk to you later,utility,04085a05-1ac0-447d-be76-0210a3e130ff
can i get an uber for 2 home,auto_and_commute,f2c5ddf3-ebba-4ec7-99ae-613e291a6896
please tell me how to pay my gas bill,banking,32a9a97b-36c4-4ce7-91cf-89d3fd4dea16
could you connect to my phone,meta,9701d8a4-65a8-45df-b487-59b669aac615
if i use my discover card in cuba are there transaction fees,credit_cards,6ffda877-36c1-45e0-9fef-eaa5473220a3
can you tell me what dirge means,utility,38d17d3b-dae8-439e-9f03-6cfafe0d0488
please tell me my current interest rate for my home equity line of credit,banking,e86867f3-8644-44d2-a663-f1d752c37ae7
can you locate the television remote,oos,6fd5e557-ffe5-42d0-9246-175096d3014a
"could i get some more checkbooks sent to me, please",banking,c45c7400-6c03-4416-b717-4183fa4b2093
order dog food from walmart,home,27804357-bd94-4a29-a9eb-482821353044
can i use baking soda instead of baking powder,kitchen_and_dining,f861994a-d5e8-42bf-834e-4ef3380fa95c
i need to transfer from one account to my second one,banking,4b605a97-66aa-4424-b82a-d74db1180422
what kind of gas does my car currently need,auto_and_commute,38ef6852-702e-4a45-9a2c-09afd0578ee8
make a roll of the dice,utility,13caa4cf-e8c6-4129-8575-2f93f6697a65
make an alarm for tomorrow at twilight,utility,a3f089a8-c625-45bd-a28a-0d01914b6c35
what sort of health benefits do i have,work,43836c3b-5d0b-476b-886e-740cf0883a13
how do i get to the subway by foot,auto_and_commute,259252f0-699a-4e52-84a2-99a79a5e6ea8
who do you report to,small_talk,5a752eb5-6193-42e7-89e0-b26385b75647
i'd like to hear a lawyer joke,small_talk,f074ea83-29f4-4ad1-8c1a-e04fc6038422
where did they make you,small_talk,de4feb16-293d-4d77-9303-9c713254e686
how's my tire pressure,auto_and_commute,ffa7fc22-6ea6-4fb9-879d-46995ef381e9
i need new home owners insurance,work,fe5cef3b-3ce7-448e-8d7f-450649d5adee
can you cancel it,meta,9334bc1f-847f-4946-858a-4aa3fa2f4b47
what is the account number to the internet service i have,oos,b957676a-f212-49db-9f6d-50ca8924a9bd
i want to find out how do i schedule a meeting,work,7802c479-84db-4e37-a073-ab175ca31d93
in france do they require socket conveters,travel,07e50ce3-550c-4d31-8f78-3941b336640f
does my calendar have anything for january 1st,home,b1cb6e41-9fda-4578-a873-52778d1b228d
what do my vacation days amount to,work,2104b3d8-de33-492d-8ad0-55ffe4a165a0
put on my jam session playlist please,home,8f64ccbd-d942-463c-ba9c-d0e85b610714
are you a computer generated voice,small_talk,c32a351a-8510-4291-a19b-8869c7adb077
how many times can 12 go into 600,utility,3f8b94df-3e6f-480f-ad74-69b1da26fafd
which song are we listening to,home,5d265284-e57b-4de7-aa2e-7d1de790a718
look up whether my 401k may be rolled over,work,727cd980-7447-49a5-ac2b-225599497583
can you put carrots on my shopping list,home,062d8103-30f1-4d91-b405-ad616097a8d1
can you notify me when my vacation days have approved,work,68258bd1-39e1-4aa2-bc6a-1bc53752fc4b
i need to know the status of my alaska air flight,travel,ef7ce3aa-4c23-4cb0-b562-9da9c946feb8
can you let me know my latest transactions,banking,0da55fff-4dd1-4854-aafd-3ff8e6c035fc
is flight dl123 due to land as schedule,travel,be25039c-e9e2-48b5-9f8d-21d82755b6f6
give me my credit score,credit_cards,8ecffe7f-e33e-4e05-99a2-cf8062300701
the list should also have 2 loaves of bread,home,ce2440b5-4442-48ba-bc29-978369d4b99e
what is the conversion for 500 dollars to pesos,travel,7d76d25f-c58d-439f-adbe-727eba1b42e8
help me convert kilos to pounds,utility,07765d40-4fa4-4892-87be-3f69b49bcb2c
what's up,small_talk,512380ee-b0a5-45f1-ae76-13b29d7af19b
do i need to get any shots before i travel to liberia,travel,9373835d-d137-44ad-8329-42d3aed5a02a
i need to know my routing number,banking,4d94535d-ba5b-43cb-b809-a48ba4ce026d
complete a roll on a 4 sided dice,utility,e06f8242-99c6-4271-982d-5b6c8705b746
can you please repeat that,meta,055db470-7e4a-43c0-97f5-2c701332126f
heads or tails i choose tails,utility,4ba43217-4ab0-47df-8b7b-247a5cff1774
lost luggage on flight america airlines in o'hare,travel,6baabf82-7ac1-4f11-898f-a3b5a42ed2cb
my luggage appears to be lost,travel,13b2ddfd-fb61-4a88-afa4-c5513725334b
which company were you designed by,small_talk,ce15108b-dda7-4121-bb50-1939aac6fb0b
tell me flight dl123's statud,travel,0df5b4a6-c488-471d-bd68-3dab1ab19e8e
show me the transactions from costco yesterday,banking,372646b6-c4d7-46eb-b6a6-54b33ea70b60
do you remember when i last changed my oil,auto_and_commute,d75dfe88-cc67-4aca-a000-e39176b53d5d
can you update me on the status of my american express card application,credit_cards,148f382c-4b3b-42a2-94a4-025c0b770a3c
i need to know the apr on my credit union visa,credit_cards,2c080bb6-12ac-49c1-b7ae-d16d2a236883
how is everything going,small_talk,c8ea32c3-2fed-456b-a486-c0e6562a9db8
is it safe for me to go to turkey,travel,0c9b2955-da39-435b-8879-f190f2764d7d
what is life's meaning,small_talk,ef54a0f1-3b79-4a98-874e-36960ee1e067
where is my credit score,credit_cards,74493ad7-c714-4d4a-9196-7420bea5f327
how do i redirect my 401k,work,edc5d0f6-14e5-42cf-91e0-e139f804ce61
can you tell me how to change my car's oil,auto_and_commute,4d11d72a-4f72-470c-9427-bb004e980f1d
where was my package last at,home,460b6aed-32dd-411f-bb09-5888b4665161
where did you grow up,small_talk,9f557836-31f3-4b1d-804d-1864ae830ca8
that might be the case,meta,67ade836-2444-4106-af2a-70cd04a3bea8
talk in whisper voice,meta,7898f666-c8f7-4658-a6f4-ccb9b590bfaa
do you have a name i can use,small_talk,d3f83ae3-680b-4ffb-a9e5-2478bdad5536
what is the meaning of fascism,utility,aab916cd-1ef1-49e2-9f88-9ffb17b8d570
clear my search history,oos,6a9a7822-8918-454e-bb41-a8cdbd994e50
tell me where you're made,small_talk,63c19633-2509-48bb-afce-ed7c3581f8e6
i would like to change my insurance from a ppo to an hmo plan,work,90f4d1d3-1f7b-474e-b697-e414785ffc55
i need milk on my shopping list,home,427b10cb-e77e-4b4d-84dd-f7afcc76142b
tell me the song that is currently playing,home,62461d3b-7dd7-4764-85d7-97fbe2507112
what are carry-on rules for jet blue,travel,8546910a-fc02-4ed7-a631-1c0737ebfbfd
"in x, help me book a car",travel,59516818-1708-4a3e-8ed0-8fa97e28d669
you can call me james,meta,621e0c94-e2e8-45f4-a09e-5b391d91f2a1
i want factory settings restores right now,meta,54beb0a0-f5cc-49ad-bd0b-f08d4449dd14
can you tell me the limit i currently have on my barclay card,credit_cards,1d1d6b4e-72e1-4c22-a5a0-bd6b109fe604
how many kilos are in 100 pounds,utility,0d9dc977-88c8-4765-9b4e-ffe972ef4023
what are the things that i wanted to keep in mind,home,b31d8b38-885a-4fa2-8eae-5d7c918d81ba
what is the average wait time at the cheese cake factory,kitchen_and_dining,65efc782-c18b-4c7c-b9d0-df8af29df97a
if i am going to the uk are any specific shots needed,travel,b402a73d-9aeb-4d8a-8b9a-e7a50d84ec93
