status_id,created_at,text,source,hour,minute,day
1204270042667507713,2019-12-10T05:22:07Z,"The Cup Final Hangover Has Finally Hit: #NHLBruins Report Card vs #GoSensGo

Read here: https://t.co/Sqswu7GYCP",Twitter Web App,5,22,10
1204270306233376769,2019-12-10T05:23:09Z,My take on another slow start for #NHLBruins and their third straight loss as they fall 5-2 to #GoSensGo,Twitter Web App,5,23,10
1204272474264866822,2019-12-10T05:31:46Z,he has brad marchand ahead of connor mcdavid and no kucherov 😭😭😭😭😭 my eyes are sore reading this tweet,Twitter Web App,5,31,10
1204273864538238977,2019-12-10T05:37:18Z,"@FSi_DFS  HEATER!! 🔥🔥🔥🔥 

Our @mkf Discord Channel is FREE! 💰💰

Check it out below and win easy cash! 👇

https://t.co/kXegvrkXNj

#DFS #MKF #MNF #EaglesvsGiants #Bruins #NFL https://t.co/KSeNjP66wF",Twitter Web App,5,37,10
1204275548660228096,2019-12-10T05:43:59Z,"🎥 Bruce Cassidy, Tuukka Rask, Patrice Bergeron, Torey Krug, and Zdeno Chara react to the #NHLBruins 5-2 loss in Ottawa: https://t.co/BT6v5kvexG",Twitter Web App,5,43,10
1204282325397147648,2019-12-10T06:10:55Z,"Official attendance for Boston at Ottawa is 13,894 (73.66%)

Ottawa is currently 31st in attendance averaging 11,635 (61.68%) fans per game

#NHLBruins #GoSensGo",Twitter Web App,6,10,10
1204283601069711360,2019-12-10T06:15:59Z,#senators 5 #bruins 2 final,Twitter Web App,6,15,10
1204283700571230208,2019-12-10T06:16:23Z,#senators 5 #bruins 2 final,Twitter Web App,6,16,10
1204284587251314688,2019-12-10T06:19:54Z,"Patrice Bergeron was the only bright spot in a brutal #NHLBruins loss.

That and more from @HackswithHaggs in his talking points from the game ----&gt; https://t.co/Kn21cvjcSt https://t.co/1zmmiOUdwl",Twitter Web App,6,19,10
1204286721371836416,2019-12-10T06:28:23Z,"Patrice Bergeron was the only bright spot in a brutal #NHLBruins loss.

That and more from @HackswithHaggs in his talking points from the game ----&gt; https://t.co/Kn21cvjcSt https://t.co/1zmmiOUdwl",Twitter Web App,6,28,10
1204301774028341249,2019-12-10T07:28:12Z,Congratulations on picking up your own pucks! Are we going to see an announcement when he throws his own trash away as well? https://t.co/ot0uBkAmEO,Twitter Web App,7,28,10
1204305935046529024,2019-12-10T07:44:44Z,"Patrice Bergeron returns tonight for the #NHLBruins after missing 9 games.

Gordon Hayward returns tonight for the #Celtics after missing 13 games.

Tis The Season, B!tches!! 🎅🎄❄️⛄️ https://t.co/aPqrxSCBTK",Twitter Web App,7,44,10
1204334348524277761,2019-12-10T09:37:38Z,.@SASsoftware Stat of the Week: The #NHLBruins have the best goal differential in the NHL at +35 with 104 goals scored and 69 allowed. https://t.co/qUEsT4315B,Twitter Web App,9,37,10
1204334478216323072,2019-12-10T09:38:09Z,.@SASsoftware Stat of the Week: The #NHLBruins have the best goal differential in the NHL at +35 with 104 goals scored and 69 allowed. https://t.co/qUEsT4315B,Twitter Web App,9,38,10
1204358944954748929,2019-12-10T11:15:23Z,"🎥 Bruce Cassidy, Tuukka Rask, Patrice Bergeron, Torey Krug, and Zdeno Chara react to the #NHLBruins 5-2 loss in Ottawa: https://t.co/BT6v5kvexG",Twitter Web App,11,15,10
1204372420137754624,2019-12-10T12:08:55Z,LOL seriously.,Twitter Web App,12,8,10
1204377132811608064,2019-12-10T12:27:39Z,"On this day and date in 1974, the great Bobby Orr played his only game at Kemper Arena. The Boston Bruins beat the KC Scouts 6-2. Attn: 8,079. Below, Orr is tripped into the air by STL's Noel Picard as the Bruins win the Stanley Cup.",Twitter Web App,12,27,10
1204381171150458885,2019-12-10T12:43:42Z,GAME DAY: The #Bruins wrap up a busy stretch of @PJHLOntario road games tonight vs @Chiefs_JrC https://t.co/Ni4P8GMOgN,Twitter Web App,12,43,10
1204382749588688898,2019-12-10T12:49:58Z,"Senators were led by Anthony Duclair, who had two goals and one assist, and Anders Nilsson with 38 saves in a 5-2 win over the Bruins on Monday.

RECAP &gt;&gt; https://t.co/bboiqMFAEq

#GoSensGo | #NHLBruins | #BOSvsOTT 

@FrankDangelo23 https://t.co/I6rQs1ZG81",Twitter Web App,12,49,10
1204395448234053632,2019-12-10T13:40:26Z,I took a full social media break yesterday so I could be surprised if Bergy returned. Best choice I made. I didn't know he was playing until he took the ice during warmups. #nhlbruins,Twitter Web App,13,40,10
1204705938869018624,2019-12-11T10:14:12Z,📰 #NHLBruins forward prospects @JohnWbeecher and @Hallsy20 have both been named to @usahockey's preliminary roster for the upcoming IIHF World Junior Championship: https://t.co/yi35Ruj9hs,Twitter Web App,10,14,11
1204713552302485504,2019-12-11T10:44:28Z,.@SASsoftware Stat of the Week: The #NHLBruins have the best goal differential in the NHL at +35 with 104 goals scored and 69 allowed. https://t.co/qUEsT4315B,Twitter Web App,10,44,11
1204725209749544965,2019-12-11T11:30:47Z,"Sophia's amazing renditions of the national anthems last night left everyone – including @Bmarch63 – quite impressed.

#NHLBruins https://t.co/SnZU9J9ylM",Twitter Web App,11,30,11
1204729138835345408,2019-12-11T11:46:24Z,#NHL The Boston .@NHLBRUINS 20-5-6 After being embarrassed Losing their last ( 3 ) Games   _ They packed their Bags and took off to #Washington to Play the 1ST Place Team #CAPITALS 22 -5-5- and Tonight #Bruins are the Underdog #RONFROMLASVEGAS,Twitter Web App,11,46,11
1204733810958589954,2019-12-11T12:04:58Z,"Best tip for today: (NHL) = ⬆️ 5.5
Probability: 9⃣0⃣%
Also: total Boston➕1⃣🔘5⃣
#NHL #sportsbetting #bettingtips #ставки #прогнозист #tipster #bettingadvice #bettingexpert #betting 
#NHLBruins #ALLCAPS
 🏒🥅 https://t.co/t5xZcz17Vk",Twitter Web App,12,4,11
1204753024981356545,2019-12-11T13:21:19Z,"Sophia's amazing renditions of the national anthems last night left everyone – including @Bmarch63 – quite impressed.

#NHLBruins https://t.co/SnZU9J9ylM",Twitter Web App,13,21,11
1204758640130953217,2019-12-11T13:43:37Z,Back to winning boys! Let’s go! #nhlbruins https://t.co/4BLx1EHJyE,Twitter Web App,13,43,11
1204761847250980869,2019-12-11T13:56:22Z,JAKE DEBRUSK from your Boston Bruins joins us at 9:20AM on Toucher &amp; Rich! #bruins https://t.co/7Ir9GQZBVu,Twitter Web App,13,56,11
1204764988486885376,2019-12-11T14:08:51Z,Did you know Ballard FB players can make a covalent compound? They can also work on their cooking skills. 😂@BallardFball @CoachFarm43 #BRUINS #Chemistry #covalentbonding https://t.co/phUjOfJYAe,Twitter Web App,14,8,11
1204768823037042688,2019-12-11T14:24:05Z,Game day! Puck drop against the Capitals tonight in Washington at 7pm. Can the B's bounce back off of three straight losses against one of the best teams in the league? We will find out... #NHLBruins https://t.co/fJSSv3fDgS,Twitter Web App,14,24,11
1204768999160078336,2019-12-11T14:24:47Z,Back to winning boys! Let’s go! #nhlbruins https://t.co/4BLx1EHJyE,Twitter Web App,14,24,11
1204773724236455937,2019-12-11T14:43:34Z,"@strongforecheck This stick could have been used to brighten someone's day.  Maybe at a local Children's Hospital or to a lucky child at the next #bruins game.  Unfortunately some athletes do not ""get it"" when it comes to incidents like this.  Maybe Tuuka does do great things for the community?",Twitter Web App,14,43,11
1204774851086626823,2019-12-11T14:48:02Z,statement game.,Twitter Web App,14,48,11
1204779664234946560,2019-12-11T15:07:10Z,"My dad: ""I hope we're having Pasta tonight so Pasta can score for us."" 😂

@pastrnak96 | #NHLBruins",Twitter Web App,15,7,11
1204784058410164226,2019-12-11T15:24:37Z,#ALLCAPS #Bruins #PuckDrops 7 #WednesdayNightHockey #NBCSN #LetsGoCaps #RockTheRed #UnleashTheFury #AtlanticDivLeaders meet #MetroDivandNHLLeaders #Caps,Twitter Web App,15,24,11
1204785880411582466,2019-12-11T15:31:52Z,"The #Bruins just came off a tough loss in Ottawa and now look to bounce back against the #Capitals TONIGHT! 

https://t.co/Q6iUz8v1D5

#NHL #NFL #NBA #MLB #WednesdayWisdom #WWG1WGA #HumpDayMotivation #sports #NintendoSwitch https://t.co/kU4k9TKA24",Twitter Web App,15,31,11
1204787167584755712,2019-12-11T15:36:59Z,"Just a casual Tuesday afternoon

#NHLBruins https://t.co/o82YLzDPTn",Twitter Web App,15,36,11
1204789037820764160,2019-12-11T15:44:25Z,"3 NHL System Picks by Stats Professor for Wednesday Dec. 11, 2019

We have a 5-star play on the #bruins vs #Capitals game!

Also: Should you bet the #Senators or #GoHabsGo ?

#FreePicks #sportsbet #NHL #NHLPicks 

https://t.co/gdRXGsnd4t",Twitter Web App,15,44,11
1204790335303368705,2019-12-11T15:49:34Z,"Keeping things loose to end today’s skate.

#NHLBruins https://t.co/9UjLyTFVYP",Twitter Web App,15,49,11
1204792236262797314,2019-12-11T15:57:07Z,I’ve watched this multiple times now https://t.co/7mJubKlRsK,Twitter Web App,15,57,11
1204793291478372354,2019-12-11T16:01:19Z,"The snow has just about ended, but today's delicious specials are just get started. We'll have the @NHLBruins and @celtics on tonight and play Musical Bingo from 8-10, too. Enjoy! #deliciousfood #NHLBruins https://t.co/BQi2vGLXus",Twitter Web App,16,1,11
1204796548422471680,2019-12-11T16:14:15Z,The Athletic reported the Pats camera guy shot 8 mins of video of the Bengals sideline - people wonder why he would shoot that much when they might use 30 secs max - I shot close to 20 mins of Bergeron last week for a 15 sec story.  I overshoot to make sure I get good stuff. https://t.co/7w0s9DT7Ps,Twitter Web App,16,14,11
1204797913689468929,2019-12-11T16:19:41Z,The Athletic reported the Pats camera guy shot 8 mins of video of the Bengals sideline - people wonder why he would shoot that much when they might use 30 secs max - I shot close to 20 mins of Bergeron last week for a 15 sec story.  I overshoot to make sure I get good stuff. https://t.co/7w0s9DT7Ps,Twitter Web App,16,19,11
1204800001798557696,2019-12-11T16:27:59Z,#NHL GOTN #NHLBruins - #Caps,Twitter Web App,16,27,11
1204802230995603456,2019-12-11T16:36:50Z,😄👍 perfect way to break out of their rut #bruins,Twitter Web App,16,36,11
1204802707535679488,2019-12-11T16:38:44Z,"In his rookie season, I remember thinking that Marchand would be good, but an 'impact' forward? Not a chance.

Today Marchand is not only making a huge impact, he is arguably the best forward in The NHL. 

#NHLBruins",Twitter Web App,16,38,11
1204803324576518144,2019-12-11T16:41:11Z,"here is one of the tools I used to asses Marchand's statistical dominance.  👇🏼
#NHLBruins #BradMarchand #LetsGoOilers 
https://t.co/rPaylOLwWf https://t.co/p5scDVe94C",Twitter Web App,16,41,11
1204804835650023429,2019-12-11T16:47:11Z,"of course, #GoHabsGo fans would be curious to see how Gallagher compares to Marchand 👇🏼

➡️ the big differences are the PP output &amp; Marchand's superior playmaking skill, which puts him at the very top of The NHL.

#NHLBruins https://t.co/HTPaO4UYru",Twitter Web App,16,47,11
1204805375687643136,2019-12-11T16:49:20Z,Such a big game tonight for the #NHLBruins who are in the midst of a 3-game losing skid. On the road against a Metro-leading Washington Capitals that has had Boston's number for a better part of this decade. We'll see if they can bounce back from that 5-2 loss in Ottawa.,Twitter Web App,16,49,11
1204807056621834240,2019-12-11T16:56:01Z,The Athletic reported the Pats camera guy shot 8 mins of video of the Bengals sideline - people wonder why he would shoot that much when they might use 30 secs max - I shot close to 20 mins of Bergeron last week for a 15 sec story.  I overshoot to make sure I get good stuff. https://t.co/7w0s9DT7Ps,Twitter Web App,16,56,11
1204807238004555776,2019-12-11T16:56:44Z,"This has been everywhere today. What really is happening here?

Anyone?

Bueller? https://t.co/QmJpDefStT",Twitter Web App,16,56,11
1204809348607819781,2019-12-11T17:05:07Z,This looks like a Harlem Shake video.,Twitter Web App,17,5,11
1204810304175009792,2019-12-11T17:08:55Z,"Milestones to lookout for:

- Coyle is 1 goal shy of his 100th NHL goal
- DeBrusk is 1 point short of his 100th NHL point

#NHLBruins",Twitter Web App,17,8,11
1204810561629933568,2019-12-11T17:09:56Z,"Vernon Croy's Free NHL Pick Wednesday 12/11/19:
https://t.co/1WtBe00C98

@DocsSports 

#nhlpicks #nhlodds #nhlpredictions #nhlbetting #nhl #bruins #capitals #boston #washington #bettingtips #freepicks #bettingpicks #DOCSPORTS #TEAMCROY",Twitter Web App,17,9,11
1204810964287148034,2019-12-11T17:11:32Z,im really glad we all kept a cool head about that rask footage and made sure not to jump to any conclusions about what was happening,Twitter Web App,17,11,11
1204813162383437826,2019-12-11T17:20:16Z,"Back-to-back Primetime Hockey action tonight on NBCSN!

3 games in all going down in the #NHL

First 1 up features the #NHLBruins @ #ALLCAPS - ULWW

#goSENSgo @ #GoHabsGo - ULWW (Habs played last night &amp; Sens had day off so they'll come out w/ a jump)

PHI @ COL - ULWW

-Rtitty https://t.co/tMTuMz2EPv",Twitter Web App,17,20,11
1204815916158074881,2019-12-11T17:31:13Z,"🏒 Boston Bruins vs Washington Capitals
📲  #NHLBruins vs #ALLCAPS
⚠️ #NHL #BettingPicks POD

🔎 Choose the best bookmaker for NHL #Betting⬇️ 
https://t.co/mlUR2tkdkM

📝: @Lockeqwerty

🔗 ➡️ https://t.co/Wv3opjnDoe https://t.co/4dRfcKYNKN",Twitter Web App,17,31,11
1204816272464187393,2019-12-11T17:32:38Z,"#NHLBruins coach Bruce Cassidy, looking ahead to tonight's matchup with Washington, says there could be a change on the back end, while adding that Jaroslav Halak gets the start in goal: https://t.co/51PRXwa6Dt",Twitter Web App,17,32,11
1204816613276553216,2019-12-11T17:33:59Z,Rask will face the Lightning tomorrow https://t.co/lSwWQnc2TQ,Twitter Web App,17,33,11
1204816919578083328,2019-12-11T17:35:12Z,THATS MY GOALIE https://t.co/QMDlXMTsqb,Twitter Web App,17,35,11
1204817255617437697,2019-12-11T17:36:32Z,spot the lie #NHLBruins,Twitter Web App,17,36,11
1204817621851529216,2019-12-11T17:38:00Z,"Keeping things loose to end today’s skate.

#NHLBruins https://t.co/9UjLyTFVYP",Twitter Web App,17,38,11
1204818840225366016,2019-12-11T17:42:50Z,There's some great trading action in the evenings with Upper Deck e-Pack! #ePack #TradingTuesdays,Twitter Web App,17,42,11
1204819355667701762,2019-12-11T17:44:53Z,"Milestones to lookout for:

- Coyle is 1 goal shy of his 100th NHL goal
- DeBrusk is 1 point short of his 100th NHL point

#NHLBruins",Twitter Web App,17,44,11
1204820277265338369,2019-12-11T17:48:33Z,"What do you think the odds are Marchand stays shooting over 23% and Gally's on ice save stays under .900? 

#Youforgottocomparepunchablefaces

Great tool for anyone looking BTW! #gohabsgo",Twitter Web App,17,48,11
1204821266416447488,2019-12-11T17:52:29Z,"@BOSHockeyNow Game day!  #NHLBruins vs #ALLCAPS

This is what 2 of the best teams look like in VERSUS.  A lot of bar.  a lot of stars.

The Bruins are very selective on 5v5 O.
@NoVa_Caps @MurphysLaw74 #BOSvsWAS https://t.co/qu86es1Xo7",Twitter Web App,17,52,11
1204821794437423106,2019-12-11T17:54:34Z,"@BOSHockeyNow Game day!  #NHLBruins vs #ALLCAPS

This is what 2 of the best teams look like in VERSUS.  A lot of bar.  a lot of stars.

The Bruins are very selective on 5v5 O.
@NoVa_Caps @MurphysLaw74 #BOSvsWAS https://t.co/qu86es1Xo7",Twitter Web App,17,54,11
1204822138131243009,2019-12-11T17:55:56Z,"#NHLBruins Focused, Ready to Rebound: Preview @ #ALLCAPS 

Read here: https://t.co/l8vSSsnK2R",Twitter Web App,17,55,11
1204822230808584193,2019-12-11T17:56:18Z,"#NHLBruins Focused, Ready to Rebound: Preview @ #ALLCAPS 

Read here: https://t.co/l8vSSsnK2R",Twitter Web App,17,56,11
1204822235690745856,2019-12-11T17:56:20Z,"@Polikes 1974 Stanley Cup Final, Game 6, Philadelphia. Bobby Orr and Phil Esposito skate over to shake hands with Kate Smith after she sang ""God Bless America"" before the game. Goosebumps! #Bruins https://t.co/A3oRcyv0Mf",Twitter Web App,17,56,11
1204823006650019840,2019-12-11T17:59:23Z,"#NHLBruins coach Bruce Cassidy, looking ahead to tonight's matchup with Washington, says there could be a change on the back end, while adding that Jaroslav Halak gets the start in goal: https://t.co/51PRXwa6Dt",Twitter Web App,17,59,11
1204824909555351552,2019-12-11T18:06:57Z,"After a beauty 3-1 night last night, let's keep the profits rolling with tonight's Free #NHL Pick featuring the #NHLBruins and #ALLCAPS from Capital One Arena in Washington! #sportsbetting
https://t.co/yf6puO2gHg",Twitter Web App,18,6,11
1204829772762636288,2019-12-11T18:26:17Z,"#NHLBruins coach Bruce Cassidy, looking ahead to tonight's matchup with Washington, says there could be a change on the back end, while adding that Jaroslav Halak gets the start in goal: https://t.co/51PRXwa6Dt",Twitter Web App,18,26,11
1204829878584918018,2019-12-11T18:26:42Z,"The #NHLBruins are in D.C. to take on the Capitals tonight in a matchup of the top two teams in the National Hockey League.

🎥 All of today's pregame news in 60 seconds, pres. by @TDFSports: https://t.co/tPf70Jc3TF",Twitter Web App,18,26,11
1204830460641259523,2019-12-11T18:29:01Z,"PODCAST: Ep 17 has dropped!

Join @iglen31 and @Chris_Blackey as they react to the #NHLBruins latest struggles, tell you who they think makes this team “tick”, and look ahead to a tough rest of the road trip! 

#HockeyTwitter @FPC_Bruins @FullPressRadio 

https://t.co/cejmMWQpcP",Twitter Web App,18,29,11
1204832250937954304,2019-12-11T18:36:07Z,"this is one of my critics on Cassidy.  He must chose a no1 goalie and ride him a little, at least 2 games in row, win or lose.  Goalies need to get in a rhythm. That's what he did last season and Rask still got his rest needed.",Twitter Web App,18,36,11
1204834834834755585,2019-12-11T18:46:24Z,"PODCAST: Ep 17 has dropped!

Join @iglen31 and @Chris_Blackey as they react to the #NHLBruins latest struggles, tell you who they think makes this team “tick”, and look ahead to a tough rest of the road trip! 

#HockeyTwitter @FPC_Bruins @FullPressRadio 

https://t.co/cejmMWQpcP",Twitter Web App,18,46,11
1204835215501189120,2019-12-11T18:47:54Z,"I’ve got news for cancer: Guy Lapointe is going to cut its skate laces, fill its boots with shaving cream then smear its palm with Vaseline when he shakes its hand goodbye. That stupid disease just picked on the wrong guy. https://t.co/R3pzOWxx2g",Twitter Web App,18,47,11
1204835455981772802,2019-12-11T18:48:52Z,"PODCAST: Ep 17 has dropped!

Join @iglen31 and @Chris_Blackey as they react to the #NHLBruins latest struggles, tell you who they think makes this team “tick”, and look ahead to a tough rest of the road trip! 

#HockeyTwitter @FPC_Bruins @FullPressRadio 

https://t.co/cejmMWQpcP",Twitter Web App,18,48,11
1204835860287504389,2019-12-11T18:50:28Z,"PODCAST: Ep 17 has dropped!

Join @iglen31 and @Chris_Blackey as they react to the #NHLBruins latest struggles, tell you who they think makes this team “tick”, and look ahead to a tough rest of the road trip! 

#HockeyTwitter @FPC_Bruins @FullPressRadio 

https://t.co/cejmMWQpcP",Twitter Web App,18,50,11
1204836013052329984,2019-12-11T18:51:04Z,"I’ve got news for cancer: Guy Lapointe is going to cut its skate laces, fill its boots with shaving cream then smear its palm with Vaseline when he shakes its hand goodbye. That stupid disease just picked on the wrong guy. https://t.co/R3pzOWxx2g",Twitter Web App,18,51,11
1204838620714147843,2019-12-11T19:01:26Z,Next up in your plea for something to listen to in this town between 2-6,Twitter Web App,19,1,11
1204841143701098496,2019-12-11T19:11:28Z,"Projected lines for @NHLBruins  vs. @Capitals  to help set your daily #FantasyHockey, #DraftKings &amp; #FanDuel lineups for tonight’s 3 game #NHL slate. #BOSvsWAS  #NHLBruins  #ALLCAPS  #HockeyTwitter #FantasyHockey  @DraftKings @FanDuel https://t.co/UJ0jQV6fBq",Twitter Web App,19,11,11
1204841444822921216,2019-12-11T19:12:39Z,"I’ve got news for cancer: Guy Lapointe is going to cut its skate laces, fill its boots with shaving cream then smear its palm with Vaseline when he shakes its hand goodbye. That stupid disease just picked on the wrong guy. https://t.co/R3pzOWxx2g",Twitter Web App,19,12,11
1204845444020355072,2019-12-11T19:28:33Z,"Team up with the Bourque Family Foundation on Jan 9th! We are excited to be benefitting from the 50/50 raffle taking place when the Bruins take on the Jets, and we need your help to make it a success! To volunteer, email info@bourquefamilyfoundation.org 
#bostonvolunteer #bruins https://t.co/1HETGh513H",Twitter Web App,19,28,11
1204846073522446336,2019-12-11T19:31:03Z,"I’ve got news for cancer: Guy Lapointe is going to cut its skate laces, fill its boots with shaving cream then smear its palm with Vaseline when he shakes its hand goodbye. That stupid disease just picked on the wrong guy. https://t.co/R3pzOWxx2g",Twitter Web App,19,31,11
1204847293679177729,2019-12-11T19:35:54Z,"I’ve got news for cancer: Guy Lapointe is going to cut its skate laces, fill its boots with shaving cream then smear its palm with Vaseline when he shakes its hand goodbye. That stupid disease just picked on the wrong guy. https://t.co/R3pzOWxx2g",Twitter Web App,19,35,11
1204849081123770368,2019-12-11T19:43:00Z,"Game day! Tune in at 7PM ET to see the #NHLBruins face off against the Capitals in D.C.

📺: @NBCSN 
📻: @985TheSportsHub https://t.co/8vbuA3g7t4",Twitter Web App,19,43,11
1204849252259774464,2019-12-11T19:43:41Z,Hockey Night! 🏒🏒🏒📺📺📺,Twitter Web App,19,43,11
1204849723234029568,2019-12-11T19:45:33Z,"Lapointe, now 71, played his final NHL season with the 1983-'84 Bruins. https://t.co/n75FWY82IA",Twitter Web App,19,45,11
1204850645628588038,2019-12-11T19:49:13Z,Guy Lapointe by text just now conveys his thanks to all sending their best wishes as he prepares to battle oral cancer: “Your support and encouragement mean a lot to me. I will fight this head on.” #GoHabsGo #stlblues #NHLBruins #Flames #MNWild @HockeyHallFame https://t.co/onhGobCvUU,Twitter Web App,19,49,11
1204850651815170050,2019-12-11T19:49:15Z,Back in Westwood friday for my last OV! @UCLAFootball @CoachKaufusi #Bruins https://t.co/PFMphsoXxe,Twitter Web App,19,49,11
1204851039624675329,2019-12-11T19:50:47Z,@KF_Kadri43 something simple...if the colors allow it...example #LeafsForever blue vs #habs red...#bruins black vs #habs red...etc...,Twitter Web App,19,50,11
1204851049875595265,2019-12-11T19:50:49Z,"I Hope Your All Enjoying Your Day #TwitterFam 
Time To Get Back To Our Winning Ways Tonight #BruinsFam
#Bruins &amp; Caps 7PM...
See You All Then! https://t.co/2wZwwHsBK1",Twitter Web App,19,50,11
1204855248747220993,2019-12-11T20:07:31Z,"of course, #GoHabsGo fans would be curious to see how Gallagher compares to Marchand 👇🏼

➡️ the big differences are the PP output &amp; Marchand's superior playmaking skill, which puts him at the very top of The NHL.

#NHLBruins https://t.co/HTPaO4UYru",Twitter Web App,20,7,11
1204856984366800896,2019-12-11T20:14:24Z,Back in Westwood friday for my last OV! @UCLAFootball @CoachKaufusi #Bruins https://t.co/PFMphsoXxe,Twitter Web App,20,14,11
1204857775173644290,2019-12-11T20:17:33Z,"Lapointe, now 71, played his final NHL season with the 1983-'84 Bruins. https://t.co/n75FWY82IA",Twitter Web App,20,17,11
1204859345835634688,2019-12-11T20:23:47Z,"Most hate the guy but to me, he's a damn good #NHLBruins player and with gestures like these a true #ClassAct #BruinsFam https://t.co/7REoIlbFCQ",Twitter Web App,20,23,11
1204861926234349568,2019-12-11T20:34:03Z,"I’ve got news for cancer: Guy Lapointe is going to cut its skate laces, fill its boots with shaving cream then smear its palm with Vaseline when he shakes its hand goodbye. That stupid disease just picked on the wrong guy. https://t.co/R3pzOWxx2g",Twitter Web App,20,34,11
1204862428426768385,2019-12-11T20:36:02Z,"The Friends of Eddie Coyle helped create the Boston Crime Drama. Filmed throughout the Bay State, Robert Mitchum was fantastic in the lead role and it featured the old Boston Garden &amp; #Bruins icon #4 Bobby Orr!",Twitter Web App,20,36,11
1204862768580612097,2019-12-11T20:37:23Z,"I’ve got news for cancer: Guy Lapointe is going to cut its skate laces, fill its boots with shaving cream then smear its palm with Vaseline when he shakes its hand goodbye. That stupid disease just picked on the wrong guy. https://t.co/R3pzOWxx2g",Twitter Web App,20,37,11
1204869910771441666,2019-12-11T21:05:46Z,Guy Lapointe by text just now conveys his thanks to all sending their best wishes as he prepares to battle oral cancer: “Your support and encouragement mean a lot to me. I will fight this head on.” #GoHabsGo #stlblues #NHLBruins #Flames #MNWild @HockeyHallFame https://t.co/onhGobCvUU,Twitter Web App,21,5,11
1204870875255848960,2019-12-11T21:09:36Z,"ON-AIR: Catch #Caps GameDay beginning at 4pm ET as we set the stage for #ALLCAPS-#Bruins from @CapitalOneArena

Hear from Reirden, Ovechkin &amp; Hagelin as we get set for a battle between the NHL's Top-2 teams.

LISTEN HERE: https://t.co/5eDENKagJG https://t.co/5eDENKagJG",Twitter Web App,21,9,11
1204873251840770048,2019-12-11T21:19:03Z,"I’ve got news for cancer: Guy Lapointe is going to cut its skate laces, fill its boots with shaving cream then smear its palm with Vaseline when he shakes its hand goodbye. That stupid disease just picked on the wrong guy. https://t.co/R3pzOWxx2g",Twitter Web App,21,19,11
1204874912084692994,2019-12-11T21:25:39Z,"Shake things up with some new Wal-Papers presented by @Walmart. ❄️

#WallpaperWednesday | #NHLBruins https://t.co/EswrwN8mdB",Twitter Web App,21,25,11
1204875563892117505,2019-12-11T21:28:14Z,"Shake things up with some new Wal-Papers presented by @Walmart. ❄️

#WallpaperWednesday | #NHLBruins https://t.co/EswrwN8mdB",Twitter Web App,21,28,11
1204875591931092995,2019-12-11T21:28:21Z,"Shake things up with some new Wal-Papers presented by @Walmart. ❄️

#WallpaperWednesday | #NHLBruins https://t.co/7U13lEO54o",Twitter Web App,21,28,11
1204877548196417536,2019-12-11T21:36:07Z,"Tomorrow:
Ovi on pace for 53 goals. Would be 7th all-time.

Carlson on pace for 110 pts. Only Orr &amp; Coffey had more.

Pastrnak on pace for 66 goals. Most since Mario's 69 in '95-96.

Marchand on pace for 121 pts. Would be most by Bruin since Oates in '92-93.

#ALLCAPS #NHLBruins https://t.co/k8ljuUYJTm",Twitter Web App,21,36,11
1204879301226778625,2019-12-11T21:43:05Z,"Highest Percent of Team Goals Scored This Season:

#NHLBruins Pastrnak - 23.4%
#Sabres50 Eichel - 20.0%
#LetsGoOilers Draisaitl - 19.4%
#LetsGoOilers McDavid - 19.4%
#GoSensGo Pageau - 19.0%",Twitter Web App,21,43,11
1204883064821694464,2019-12-11T21:58:02Z,"#NHLBruins coach Bruce Cassidy, looking ahead to tonight's matchup with Washington, says there could be a change on the back end, while adding that Jaroslav Halak gets the start in goal: https://t.co/51PRXwa6Dt",Twitter Web App,21,58,11
1204883225895690241,2019-12-11T21:58:41Z,"#NHL Pick 🏒:

#NHLBruins vs. #ALLCAPS Under 6 (-105)

- Write-Up attached, good luck to all tonight.

#GamblingTwitter #NHLPicks #Bruins #Capitals #Boston #Washington https://t.co/gt00uuMzk8",Twitter Web App,21,58,11
1204883264638455810,2019-12-11T21:58:50Z,"Shake things up with some new Wal-Papers presented by @Walmart. ❄️

#WallpaperWednesday | #NHLBruins https://t.co/EswrwN8mdB",Twitter Web App,21,58,11
1204884175012204547,2019-12-11T22:02:27Z,"Set for a showdown.

#NHLBruins https://t.co/byf0wpmsjT",Twitter Web App,22,2,11
1204884421935009794,2019-12-11T22:03:26Z,"Set for a showdown.

#NHLBruins https://t.co/byf0wpmsjT",Twitter Web App,22,3,11
1204884810956566528,2019-12-11T22:04:59Z,"Markov Model #probabilities for tonight's #NHL matchups.  All games are predicted to be very close.  This happened on Monday too, and all the underdogs ended up with the W...

#NHLBruins #ALLCAPS #LetsGoSens #GoHabsGo #FlyOrDie #GoAvsGo #NHLStats https://t.co/6kg3xTXRfS",Twitter Web App,22,4,11
1204885120022396928,2019-12-11T22:06:12Z,"Set for a showdown.

#NHLBruins https://t.co/byf0wpmsjT",Twitter Web App,22,6,11
1204885459815587842,2019-12-11T22:07:33Z,#NHLBruins Start There New Win Streak Tonight #BruinsFam,Twitter Web App,22,7,11
1204885522797039616,2019-12-11T22:07:48Z,Back in Westwood friday for my last OV! @UCLAFootball @CoachKaufusi #Bruins https://t.co/PFMphsoXxe,Twitter Web App,22,7,11
